date,session_key,pit_duration,meeting_key,driver_number,lap_number,lane_duration,stop_duration
2023-11-26T13:37:16.167000+00:00,9197,21.4,1226,22,22,21.4,
2023-11-26T13:37:21.792000+00:00,9197,21.8,1226,18,22,21.8,
2023-11-26T13:37:53.370000+00:00,9197,22.1,1226,20,22,22.1,
2023-11-26T13:38:58.291000+00:00,9197,21.2,1226,55,23,21.2,
2023-11-26T13:48:24.863000+00:00,9197,22.6,1226,77,29,22.6,
2023-11-26T13:51:14.017000+00:00,9197,21.7,1226,3,31,21.7,
2023-11-26T13:52:50.297000+00:00,9197,23.4,1226,10,32,23.4,
2023-11-26T13:53:53.484000+00:00,9197,21.4,1226,4,33,21.4,
2023-11-26T13:54:27.577000+00:00,9197,22.0,1226,27,33,22.0,
2023-11-26T13:55:20.374000+00:00,9197,22.0,1226,63,34,22.0,
2023-11-26T13:56:47.498000+00:00,9197,21.2,1226,16,35,21.2,
2023-11-26T13:57:05.138000+00:00,9197,22.0,1226,44,35,22.0,
2023-11-26T13:58:30.168000+00:00,9197,21.1,1226,81,36,21.1,
2023-11-26T13:58:33.621000+00:00,9197,21.8,1226,14,36,21.8,
2023-11-26T14:00:35.448000+00:00,9197,22.3,1226,24,37,22.3,
2023-11-26T14:06:42.506000+00:00,9197,21.8,1226,2,41,21.8,
2023-11-26T14:07:17.818000+00:00,9197,21.2,1226,11,42,21.2,
2023-11-26T14:07:42.678000+00:00,9197,21.6,1226,18,42,21.6,
2023-11-26T14:08:30.771000+00:00,9197,21.2,1226,1,43,21.2,
2023-11-26T14:09:32.067000+00:00,9197,21.9,1226,23,43,21.9,
2023-11-26T14:28:46.679000+00:00,9197,21.5,1226,55,56,21.5,
2024-03-02T15:06:11.115000+00:00,9472,36.6,1229,27,1,36.6,
2024-03-02T15:19:05.235000+00:00,9472,25.2,1229,24,9,25.2,
2024-03-02T15:19:07.623000+00:00,9472,24.4,1229,18,9,24.4,
2024-03-02T15:20:46.058000+00:00,9472,24.8,1229,31,10,24.8,
2024-03-02T15:21:55.789000+00:00,9472,35.7,1229,2,10,35.7,
2024-03-02T15:22:03.605000+00:00,9472,24.7,1229,63,11,24.7,
2024-03-02T15:22:06.457000+00:00,9472,24.0,1229,16,11,24.0,
2024-03-02T15:22:22.107000+00:00,9472,25.9,1229,20,11,25.9,
2024-03-02T15:23:41.972000+00:00,9472,24.5,1229,11,12,24.5,
2024-03-02T15:23:50.520000+00:00,9472,25.4,1229,81,12,25.4,
2024-03-02T15:23:52.389000+00:00,9472,25.0,1229,44,12,25.0,
2024-03-02T15:24:09.090000+00:00,9472,29.9,1229,10,12,29.9,
2024-03-02T15:24:09.531000+00:00,9472,26.4,1229,77,12,26.4,
2024-03-02T15:25:25.101000+00:00,9472,24.2,1229,4,13,24.2,
2024-03-02T15:25:42.894000+00:00,9472,24.9,1229,3,13,24.9,
2024-03-02T15:26:57.817000+00:00,9472,24.4,1229,55,14,24.4,
2024-03-02T15:27:13.176000+00:00,9472,24.7,1229,22,14,24.7,
2024-03-02T15:28:49.395000+00:00,9472,24.7,1229,14,15,24.7,
2024-03-02T15:28:54.348000+00:00,9472,24.6,1229,23,15,24.6,
2024-03-02T15:31:37.825000+00:00,9472,25.0,1229,1,17,25.0,
2024-03-02T15:37:33.888000+00:00,9472,24.7,1229,27,20,24.7,
2024-03-02T15:48:50.340000+00:00,9472,24.5,1229,18,27,24.5,
2024-03-02T15:50:25.427000+00:00,9472,25.0,1229,24,28,25.0,
2024-03-02T15:51:59.543000+00:00,9472,25.0,1229,2,28,25.0,
2024-03-02T15:53:55.836000+00:00,9472,25.1,1229,31,30,25.1,
2024-03-02T15:54:47.117000+00:00,9472,24.8,1229,63,31,24.8,
2024-03-02T15:54:47.631000+00:00,9472,74.7,1229,77,30,74.7,
2024-03-02T15:55:37.993000+00:00,9472,26.4,1229,10,31,26.4,
2024-03-02T15:57:02.477000+00:00,9472,24.4,1229,20,32,24.4,
2024-03-02T15:58:04.902000+00:00,9472,24.7,1229,4,33,24.7,
2024-03-02T15:58:10.632000+00:00,9472,24.0,1229,44,33,24.0,
2024-03-02T15:59:38.514000+00:00,9472,24.1,1229,16,34,24.1,
2024-03-02T15:59:45.850000+00:00,9472,24.8,1229,81,34,24.8,
2024-03-02T16:00:12.070000+00:00,9472,24.3,1229,22,34,24.3,
2024-03-02T16:01:02.991000+00:00,9472,23.8,1229,55,35,23.8,
2024-03-02T16:01:59.612000+00:00,9472,24.8,1229,3,35,24.8,
2024-03-02T16:02:37.212000+00:00,9472,24.5,1229,11,36,24.5,
2024-03-02T16:03:35.177000+00:00,9472,24.6,1229,23,36,24.6,
2024-03-02T16:03:54.529000+00:00,9472,24.2,1229,1,37,24.2,
2024-03-02T16:11:23.921000+00:00,9472,25.1,1229,14,41,25.1,
2024-03-02T16:11:47.875000+00:00,9472,25.3,1229,2,40,25.3,
2024-03-02T16:11:54.741000+00:00,9472,24.3,1229,27,41,24.3,
2024-03-02T16:15:21.252000+00:00,9472,25.2,1229,10,43,25.2,
2024-03-09T17:15:47.097000+00:00,9480,20.6,1230,1,7,20.6,
2024-03-09T17:15:52.880000+00:00,9480,22.1,1230,11,7,22.1,
2024-03-09T17:15:55.889000+00:00,9480,23.4,1230,16,7,23.4,
2024-03-09T17:15:58.220000+00:00,9480,21.4,1230,81,7,21.4,
2024-03-09T17:15:59.780000+00:00,9480,22.1,1230,14,7,22.1,
2024-03-09T17:16:04.281000+00:00,9480,21.0,1230,63,7,21.0,
2024-03-09T17:16:13.313000+00:00,9480,21.6,1230,22,7,21.6,
2024-03-09T17:16:14.973000+00:00,9480,22.4,1230,38,7,22.4,
2024-03-09T17:16:14.973000+00:00,9480,21.4,1230,20,7,21.4,
2024-03-09T17:16:15.932000+00:00,9480,21.7,1230,23,7,21.7,
2024-03-09T17:16:22.416000+00:00,9480,22.5,1230,31,7,22.5,
2024-03-09T17:16:23.903000+00:00,9480,22.7,1230,77,7,22.7,
2024-03-09T17:16:26.084000+00:00,9480,23.6,1230,2,7,23.6,
2024-03-09T17:17:01.115000+00:00,9480,63.3,1230,3,7,63.3,
2024-03-09T17:59:43.237000+00:00,9480,21.0,1230,27,33,21.0,
2024-03-09T18:03:22.747000+00:00,9480,23.2,1230,77,35,23.2,
2024-03-09T18:03:59.429000+00:00,9480,20.1,1230,44,36,20.1,
2024-03-09T18:05:31.365000+00:00,9480,22.2,1230,4,37,22.2,
2024-03-09T18:12:50.460000+00:00,9480,46.3,1230,24,41,46.3,
2024-03-24T04:10:44.051000+00:00,9488,18.2,1231,3,5,18.2,
2024-03-24T04:12:03.960000+00:00,9488,17.7,1231,23,6,17.7,
2024-03-24T04:12:08.895000+00:00,9488,19.0,1231,24,6,19.0,
2024-03-24T04:13:22.694000+00:00,9488,17.5,1231,44,7,17.5,
2024-03-24T04:13:27.578000+00:00,9488,18.3,1231,20,7,18.3,
2024-03-24T04:14:42.668000+00:00,9488,18.0,1231,63,8,18.0,
2024-03-24T04:14:44.598000+00:00,9488,17.9,1231,18,8,17.9,
2024-03-24T04:15:18.023000+00:00,9488,46.9,1231,77,8,46.9,
2024-03-24T04:16:00.710000+00:00,9488,17.4,1231,16,9,17.4,
2024-03-24T04:16:02.012000+00:00,9488,17.5,1231,81,9,17.5,
2024-03-24T04:16:09.821000+00:00,9488,18.5,1231,22,9,18.5,
2024-03-24T04:16:14.735000+00:00,9488,18.2,1231,31,9,18.2,
2024-03-24T04:22:56.216000+00:00,9488,17.7,1231,4,14,17.7,
2024-03-24T04:23:04.121000+00:00,9488,18.1,1231,11,14,18.1,
2024-03-24T04:25:32.675000+00:00,9488,17.5,1231,55,16,17.5,
2024-03-24T04:26:30.153000+00:00,9488,30.6,1231,31,16,30.6,
2024-03-24T04:27:25.795000+00:00,9488,18.1,1231,14,17,18.1,
2024-03-24T04:27:48.004000+00:00,9488,18.3,1231,27,17,18.3,
2024-03-24T04:27:53.252000+00:00,9488,20.3,1231,10,17,20.3,
2024-03-24T04:41:53.767000+00:00,9488,17.7,1231,23,27,17.7,
2024-03-24T04:44:47.613000+00:00,9488,17.7,1231,3,29,17.7,
2024-03-24T04:50:17.139000+00:00,9488,18.1,1231,20,33,18.1,
2024-03-24T04:50:53.181000+00:00,9488,17.3,1231,16,34,17.3,
2024-03-24T04:52:36.668000+00:00,9488,17.2,1231,11,35,17.2,
2024-03-24T04:52:59.402000+00:00,9488,18.1,1231,27,35,18.1,
2024-03-24T04:53:28.344000+00:00,9488,36.8,1231,24,35,36.8,
2024-03-24T04:54:17.272000+00:00,9488,17.5,1231,22,36,17.5,
2024-03-24T04:54:49.601000+00:00,9488,18.9,1231,77,36,18.9,
2024-03-24T04:55:38.194000+00:00,9488,17.9,1231,18,37,17.9,
2024-03-24T04:57:51.886000+00:00,9488,18.5,1231,81,39,18.5,
2024-03-24T04:59:05.080000+00:00,9488,17.6,1231,4,40,17.6,
2024-03-24T05:00:15.825000+00:00,9488,17.7,1231,55,41,17.7,
2024-03-24T05:00:56.344000+00:00,9488,17.9,1231,14,41,17.9,
2024-03-24T05:01:39.520000+00:00,9488,17.6,1231,10,41,17.6,
2024-03-24T05:03:10.391000+00:00,9488,18.0,1231,31,42,18.0,
2024-03-24T05:06:26.148000+00:00,9488,17.9,1231,63,45,17.9,
2024-04-07T05:32:07.088000+00:00,9496,1575.6,1232,1,1,1575.6,
2024-04-07T05:32:11.228000+00:00,9496,1577.6,1232,11,1,1577.6,
2024-04-07T05:32:15.605000+00:00,9496,1580.1,1232,4,1,1580.1,
2024-04-07T05:32:17.863000+00:00,9496,1580.0,1232,55,1,1580.0,
2024-04-07T05:32:21.901000+00:00,9496,1580.9,1232,14,1,1580.9,
2024-04-07T05:32:24.731000+00:00,9496,1580.2,1232,81,1,1580.2,
2024-04-07T05:32:33.770000+00:00,9496,1580.6,1232,44,1,1580.6,
2024-04-07T05:32:37.738000+00:00,9496,1583.3,1232,16,1,1583.3,
2024-04-07T05:32:40.039000+00:00,9496,1581.2,1232,63,1,1581.2,
2024-04-07T05:32:42.543000+00:00,9496,1580.8,1232,27,1,1580.8,
2024-04-07T05:32:45.909000+00:00,9496,1582.5,1232,77,1,1582.5,
2024-04-07T05:32:50.762000+00:00,9496,1584.5,1232,22,1,1584.5,
2024-04-07T05:32:55.037000+00:00,9496,1586.0,1232,31,1,1586.0,
2024-04-07T05:32:58.104000+00:00,9496,1586.7,1232,10,1,1586.7,
2024-04-07T05:33:02.066000+00:00,9496,1585.9,1232,18,1,1585.9,
2024-04-07T05:33:05.236000+00:00,9496,1584.6,1232,20,1,1584.6,
2024-04-07T05:33:08.853000+00:00,9496,1585.2,1232,2,1,1585.2,
2024-04-07T05:33:13.702000+00:00,9496,1582.9,1232,24,1,1582.9,
2024-04-07T05:41:11.036000+00:00,9496,23.6,1232,27,5,23.6,
2024-04-07T05:42:47.149000+00:00,9496,24.8,1232,77,6,24.8,
2024-04-07T05:44:23.658000+00:00,9496,23.3,1232,22,7,23.3,
2024-04-07T05:44:31.628000+00:00,9496,23.9,1232,24,7,23.9,
2024-04-07T05:50:44.884000+00:00,9496,23.0,1232,4,11,23.0,
2024-04-07T05:51:28.738000+00:00,9496,26.6,1232,24,11,26.6,
2024-04-07T05:52:30.861000+00:00,9496,23.4,1232,81,12,23.4,
2024-04-07T05:52:41.007000+00:00,9496,23.3,1232,18,12,23.3,
2024-04-07T05:54:07.567000+00:00,9496,22.9,1232,14,13,22.9,
2024-04-07T05:57:14.863000+00:00,9496,22.9,1232,11,15,22.9,
2024-04-07T05:57:18.818000+00:00,9496,23.1,1232,55,15,23.1,
2024-04-07T05:58:47.121000+00:00,9496,23.1,1232,1,16,23.1,
2024-04-07T05:59:43.262000+00:00,9496,23.8,1232,10,16,23.8,
2024-04-07T06:04:35.659000+00:00,9496,23.3,1232,31,19,23.3,
2024-04-07T06:09:03.514000+00:00,9496,23.5,1232,63,22,23.5,
2024-04-07T06:09:29.413000+00:00,9496,23.4,1232,22,22,23.4,
2024-04-07T06:09:30.179000+00:00,9496,26.1,1232,20,22,26.1,
2024-04-07T06:09:30.269000+00:00,9496,23.2,1232,18,22,23.2,
2024-04-07T06:09:30.585000+00:00,9496,25.9,1232,77,22,25.9,
2024-04-07T06:09:30.908000+00:00,9496,25.5,1232,2,22,25.5,
2024-04-07T06:10:45.740000+00:00,9496,23.3,1232,44,23,23.3,
2024-04-07T06:15:25.709000+00:00,9496,23.2,1232,16,26,23.2,
2024-04-07T06:15:26.492000+00:00,9496,23.2,1232,4,26,23.2,
2024-04-07T06:25:23.438000+00:00,9496,22.8,1232,81,32,22.8,
2024-04-07T06:26:27.249000+00:00,9496,23.1,1232,10,32,23.1,
2024-04-07T06:26:41.709000+00:00,9496,22.9,1232,11,33,22.9,
2024-04-07T06:26:57.226000+00:00,9496,23.1,1232,14,33,23.1,
2024-04-07T06:27:47.111000+00:00,9496,23.9,1232,27,33,23.9,
2024-04-07T06:27:58.668000+00:00,9496,24.1,1232,31,33,24.1,
2024-04-07T06:28:07.304000+00:00,9496,23.2,1232,1,34,23.2,
2024-04-07T06:29:22.122000+00:00,9496,22.9,1232,18,34,22.9,
2024-04-07T06:29:29.509000+00:00,9496,24.2,1232,2,34,24.2,
2024-04-07T06:31:38.439000+00:00,9496,23.5,1232,55,36,23.5,
2024-04-07T06:33:31.539000+00:00,9496,22.9,1232,63,37,22.9,
2024-04-07T06:36:50.085000+00:00,9496,23.9,1232,44,39,23.9,
2024-04-07T06:41:48.805000+00:00,9496,23.2,1232,2,41,23.2,
2024-04-21T07:17:54.233000+00:00,9673,23.0,1233,27,8,23.0,
2024-04-21T07:17:58.818000+00:00,9673,23.1,1233,22,8,23.1,
2024-04-21T07:18:03.165000+00:00,9673,23.3,1233,24,8,23.3,
2024-04-21T07:19:34.534000+00:00,9673,23.8,1233,18,9,23.8,
2024-04-21T07:19:35.920000+00:00,9673,22.9,1233,77,9,22.9,
2024-04-21T07:19:38.517000+00:00,9673,23.1,1233,31,9,23.1,
2024-04-21T07:19:39.721000+00:00,9673,23.2,1233,23,9,23.2,
2024-04-21T07:19:42.310000+00:00,9673,22.5,1233,44,9,22.5,
2024-04-21T07:22:51.787000+00:00,9673,23.0,1233,14,11,23.0,
2024-04-21T07:22:55.186000+00:00,9673,22.4,1233,63,11,22.4,
2024-04-21T07:23:24.239000+00:00,9673,39.7,1233,10,11,39.7,
2024-04-21T07:24:57.873000+00:00,9673,23.2,1233,2,12,23.2,
2024-04-21T07:25:56.763000+00:00,9673,22.4,1233,1,13,22.4,
2024-04-21T07:26:05.986000+00:00,9673,22.0,1233,11,13,22.0,
2024-04-21T07:28:16.873000+00:00,9673,22.5,1233,3,14,22.5,
2024-04-21T07:31:26.972000+00:00,9673,22.6,1233,81,16,22.6,
2024-04-21T07:33:12.635000+00:00,9673,22.6,1233,55,17,22.6,
2024-04-21T07:33:37.510000+00:00,9673,22.9,1233,20,17,22.9,
2024-04-21T07:39:57.405000+00:00,9673,22.3,1233,16,21,22.3,
2024-04-21T07:40:30.736000+00:00,9673,22.9,1233,18,21,22.9,
2024-04-21T07:40:46.670000+00:00,9673,22.6,1233,44,21,22.6,
2024-04-21T07:41:59.952000+00:00,9673,22.1,1233,4,22,22.1,
2024-04-21T07:44:07.683000+00:00,9673,22.2,1233,1,23,22.2,
2024-04-21T07:44:26.611000+00:00,9673,22.3,1233,11,23,22.3,
2024-04-21T07:44:44.517000+00:00,9673,22.6,1233,14,23,22.6,
2024-04-21T07:44:48.706000+00:00,9673,22.7,1233,63,23,22.7,
2024-04-21T07:45:05.889000+00:00,9673,23.3,1233,27,23,23.3,
2024-04-21T07:45:12.139000+00:00,9673,23.2,1233,31,23,23.2,
2024-04-21T07:45:17.677000+00:00,9673,22.3,1233,22,23,22.3,
2024-04-21T07:45:21.571000+00:00,9673,23.6,1233,23,23,23.6,
2024-04-21T07:45:28.719000+00:00,9673,25.6,1233,24,23,25.6,
2024-04-21T07:45:36.934000+00:00,9673,23.9,1233,10,23,23.9,
2024-04-21T07:47:04.642000+00:00,9673,22.2,1233,81,24,22.2,
2024-04-21T07:47:38.247000+00:00,9673,22.6,1233,2,24,22.6,
2024-04-21T07:53:19.912000+00:00,9673,93.2,1233,18,26,93.2,
2024-04-21T07:54:48.761000+00:00,9673,25.7,1233,20,27,25.7,
2024-04-21T08:10:45.289000+00:00,9673,34.7,1233,18,35,34.7,
2024-04-21T08:15:35.007000+00:00,9673,22.8,1233,10,38,22.8,
2024-04-21T08:18:59.803000+00:00,9673,23.2,1233,24,40,23.2,
2024-04-21T08:23:42.506000+00:00,9673,23.1,1233,14,43,23.1,
2024-05-05T20:19:39.371000+00:00,9507,22.8,1234,23,10,22.8,
2024-05-05T20:21:11.694000+00:00,9507,23.0,1234,18,11,23.0,
2024-05-05T20:21:15.599000+00:00,9507,22.6,1234,2,11,22.6,
2024-05-05T20:21:19.373000+00:00,9507,23.7,1234,77,11,23.7,
2024-05-05T20:22:45.279000+00:00,9507,23.0,1234,27,12,23.0,
2024-05-05T20:22:45.973000+00:00,9507,22.4,1234,10,12,22.4,
2024-05-05T20:30:19.386000+00:00,9507,21.6,1234,11,17,21.6,
2024-05-05T20:33:18.881000+00:00,9507,21.8,1234,16,19,21.8,
2024-05-05T20:38:31.386000+00:00,9507,22.6,1234,31,22,22.6,
2024-05-05T20:38:34.448000+00:00,9507,22.3,1234,14,22,22.3,
2024-05-05T20:38:42.299000+00:00,9507,23.2,1234,20,22,23.2,
2024-05-05T20:39:40.124000+00:00,9507,22.1,1234,1,23,22.1,
2024-05-05T20:41:42.351000+00:00,9507,22.8,1234,63,24,22.8,
2024-05-05T20:44:45.874000+00:00,9507,22.1,1234,44,26,22.1,
2024-05-05T20:45:54.132000+00:00,9507,22.2,1234,81,27,22.2,
2024-05-05T20:45:57.233000+00:00,9507,22.8,1234,55,27,22.8,
2024-05-05T20:48:03.247000+00:00,9507,22.3,1234,11,28,22.3,
2024-05-05T20:48:06.859000+00:00,9507,22.1,1234,22,28,22.1,
2024-05-05T20:48:24.627000+00:00,9507,23.0,1234,24,28,23.0,
2024-05-05T20:48:28.816000+00:00,9507,22.5,1234,3,28,22.5,
2024-05-05T20:48:36.053000+00:00,9507,22.4,1234,27,28,22.4,
2024-05-05T20:48:38.702000+00:00,9507,22.6,1234,18,28,22.6,
2024-05-05T20:49:18.254000+00:00,9507,29.7,1234,20,28,29.7,
2024-05-05T20:49:38.496000+00:00,9507,22.0,1234,4,29,22.0,
2024-05-05T20:50:57.695000+00:00,9507,22.7,1234,77,29,22.7,
2024-05-05T20:55:08.149000+00:00,9507,30.7,1234,20,31,30.7,
2024-05-05T21:09:05.656000+00:00,9507,30.4,1234,81,40,30.4,
2024-05-05T21:29:26.144000+00:00,9507,22.5,1234,23,53,22.5,
2024-05-19T13:13:40.698000+00:00,9515,31.3,1235,14,7,31.3,
2024-05-19T13:14:55.977000+00:00,9515,30.0,1235,23,8,30.0,
2024-05-19T13:14:56.934000+00:00,9515,30.0,1235,10,8,30.0,
2024-05-19T13:14:59.233000+00:00,9515,30.2,1235,77,8,30.2,
2024-05-19T13:17:41.933000+00:00,9515,33.1,1235,23,9,33.1,
2024-05-19T13:19:00.497000+00:00,9515,30.0,1235,3,11,30.0,
2024-05-19T13:20:19.893000+00:00,9515,29.6,1235,22,12,29.6,
2024-05-19T13:21:41.812000+00:00,9515,29.7,1235,27,13,29.7,
2024-05-19T13:32:27.700000+00:00,9515,29.6,1235,63,21,29.6,
2024-05-19T13:33:39.268000+00:00,9515,29.9,1235,4,22,29.9,
2024-05-19T13:35:08.129000+00:00,9515,29.7,1235,81,23,29.7,
2024-05-19T13:36:17.100000+00:00,9515,30.4,1235,1,24,30.4,
2024-05-19T13:37:31.686000+00:00,9515,38.4,1235,23,23,38.4,
2024-05-19T13:37:46.511000+00:00,9515,30.1,1235,16,25,30.1,
2024-05-19T13:38:27.998000+00:00,9515,30.6,1235,31,25,30.6,
2024-05-19T13:40:34.603000+00:00,9515,30.5,1235,55,27,30.5,
2024-05-19T13:40:44.324000+00:00,9515,29.5,1235,44,27,29.5,
2024-05-19T13:44:56.973000+00:00,9515,31.1,1235,23,28,31.1,
2024-05-19T13:45:37.321000+00:00,9515,30.6,1235,10,30,30.6,
2024-05-19T13:47:00.196000+00:00,9515,31.0,1235,2,31,31.0,
2024-05-19T13:49:40.143000+00:00,9515,30.2,1235,24,33,30.2,
2024-05-19T13:54:46.675000+00:00,9515,29.6,1235,11,37,29.6,
2024-05-19T13:54:52.888000+00:00,9515,29.9,1235,18,37,29.9,
2024-05-19T13:55:08.067000+00:00,9515,31.3,1235,20,37,31.3,
2024-05-19T13:59:34.672000+00:00,9515,30.4,1235,14,40,30.4,
2024-05-19T14:14:52.415000+00:00,9515,29.6,1235,63,52,29.6,
2024-05-19T14:25:53.783000+00:00,9515,29.9,1235,14,59,29.9,
2024-05-26T13:44:08.648000+00:00,9523,2358.0,1236,16,1,2358.0,
2024-05-26T13:44:10.929000+00:00,9523,2357.6,1236,81,1,2357.6,
2024-05-26T13:44:15.005000+00:00,9523,2327.0,1236,55,1,2327.0,
2024-05-26T13:44:20.326000+00:00,9523,2365.5,1236,4,1,2365.5,
2024-05-26T13:44:26.200000+00:00,9523,2369.3,1236,63,1,2369.3,
2024-05-26T13:44:31.202000+00:00,9523,2372.6,1236,1,1,2372.6,
2024-05-26T13:44:36.048000+00:00,9523,2375.3,1236,44,1,2375.3,
2024-05-26T13:44:40.843000+00:00,9523,2377.5,1236,22,1,2377.5,
2024-05-26T13:44:47.191000+00:00,9523,2381.3,1236,23,1,2381.3,
2024-05-26T13:44:50.012000+00:00,9523,2381.8,1236,10,1,2381.8,
2024-05-26T13:44:55.032000+00:00,9523,2383.5,1236,18,1,2383.5,
2024-05-26T13:45:00.056000+00:00,9523,2385.8,1236,3,1,2385.8,
2024-05-26T13:45:05.469000+00:00,9523,2389.4,1236,14,1,2389.4,
2024-05-26T13:45:09.110000+00:00,9523,2391.6,1236,2,1,2391.6,
2024-05-26T13:45:13.910000+00:00,9523,2394.0,1236,77,1,2394.0,
2024-05-26T13:45:18.455000+00:00,9523,2386.4,1236,24,1,2386.4,
2024-05-26T14:05:22.140000+00:00,9523,24.2,1236,77,15,24.2,
2024-05-26T14:41:30.599000+00:00,9523,24.1,1236,18,42,24.1,
2024-05-26T14:49:56.313000+00:00,9523,28.2,1236,18,48,28.2,
2024-05-26T14:52:35.455000+00:00,9523,24.2,1236,44,51,24.2,
2024-05-26T14:53:50.854000+00:00,9523,23.8,1236,1,52,23.8,
2024-05-26T15:02:08.732000+00:00,9523,24.3,1236,2,57,24.3,
2024-05-26T15:19:29.604000+00:00,9523,24.3,1236,24,70,24.3,
2024-06-09T18:14:57.067000+00:00,9531,30.4,1237,20,7,30.4,
2024-06-09T18:22:58.338000+00:00,9531,24.2,1237,27,12,24.2,
2024-06-09T18:41:08.894000+00:00,9531,25.5,1237,24,24,25.5,
2024-06-09T18:41:16.833000+00:00,9531,24.3,1237,1,25,24.3,
2024-06-09T18:41:17.188000+00:00,9531,24.0,1237,63,25,24.0,
2024-06-09T18:41:18.206000+00:00,9531,23.9,1237,81,25,23.9,
2024-06-09T18:41:37.963000+00:00,9531,23.7,1237,44,25,23.7,
2024-06-09T18:41:39.235000+00:00,9531,25.7,1237,14,25,25.7,
2024-06-09T18:42:12.056000+00:00,9531,24.2,1237,18,25,24.2,
2024-06-09T18:42:19.997000+00:00,9531,24.7,1237,23,25,24.7,
2024-06-09T18:42:23.162000+00:00,9531,24.0,1237,16,25,24.0,
2024-06-09T18:42:30.087000+00:00,9531,27.6,1237,55,25,27.6,
2024-06-09T18:42:30.955000+00:00,9531,26.7,1237,20,25,26.7,
2024-06-09T18:42:31.911000+00:00,9531,24.9,1237,10,25,24.9,
2024-06-09T18:42:43.648000+00:00,9531,33.7,1237,11,25,33.7,
2024-06-09T18:42:46.791000+00:00,9531,24.6,1237,27,25,24.6,
2024-06-09T18:43:08.307000+00:00,9531,23.4,1237,4,26,23.4,
2024-06-09T18:44:07.949000+00:00,9531,30.2,1237,3,26,30.2,
2024-06-09T18:48:19.047000+00:00,9531,47.1,1237,16,28,47.1,
2024-06-09T18:53:57.163000+00:00,9531,24.6,1237,16,31,24.6,
2024-06-09T19:06:20.775000+00:00,9531,24.4,1237,10,40,24.4,
2024-06-09T19:07:49.606000+00:00,9531,24.8,1237,20,41,24.8,
2024-06-09T19:09:10.865000+00:00,9531,24.9,1237,77,42,24.9,
2024-06-09T19:10:11.665000+00:00,9531,24.2,1237,44,43,24.2,
2024-06-09T19:10:34.901000+00:00,9531,23.8,1237,3,43,23.8,
2024-06-09T19:10:37.059000+00:00,9531,24.1,1237,55,43,24.1,
2024-06-09T19:10:37.798000+00:00,9531,24.4,1237,11,43,24.4,
2024-06-09T19:11:34.047000+00:00,9531,23.4,1237,81,44,23.4,
2024-06-09T19:11:48.531000+00:00,9531,24.3,1237,14,44,24.3,
2024-06-09T19:11:52.689000+00:00,9531,25.5,1237,22,44,25.5,
2024-06-09T19:11:55.703000+00:00,9531,25.0,1237,18,44,25.0,
2024-06-09T19:11:57.263000+00:00,9531,24.4,1237,31,44,24.4,
2024-06-09T19:11:59.794000+00:00,9531,24.8,1237,23,44,24.8,
2024-06-09T19:12:08.566000+00:00,9531,24.7,1237,27,44,24.7,
2024-06-09T19:12:53.824000+00:00,9531,24.2,1237,1,45,24.2,
2024-06-09T19:12:57.884000+00:00,9531,25.4,1237,63,45,25.4,
2024-06-09T19:12:59.918000+00:00,9531,65.5,1237,24,44,65.5,
2024-06-09T19:15:43.631000+00:00,9531,23.9,1237,4,47,23.9,
2024-06-09T19:25:31.543000+00:00,9531,28.3,1237,24,52,28.3,
2024-06-09T19:25:48.175000+00:00,9531,28.1,1237,63,54,28.1,
2024-06-09T19:25:54.234000+00:00,9531,28.8,1237,44,54,28.8,
2024-06-09T19:26:52.500000+00:00,9531,26.8,1237,20,54,26.8,
2024-06-23T13:16:10.214000+00:00,9539,22.5,1238,24,9,22.5,
2024-06-23T13:16:11.335000+00:00,9539,22.0,1238,22,9,22.0,
2024-06-23T13:17:32.083000+00:00,9539,23.3,1238,20,10,23.3,
2024-06-23T13:18:51.710000+00:00,9539,22.7,1238,77,11,22.7,
2024-06-23T13:20:08.058000+00:00,9539,22.7,1238,27,12,22.7,
2024-06-23T13:21:25.661000+00:00,9539,21.8,1238,31,13,21.8,
2024-06-23T13:21:28.108000+00:00,9539,22.1,1238,11,13,22.1,
2024-06-23T13:22:46.357000+00:00,9539,26.0,1238,10,14,26.0,
2024-06-23T13:23:07.967000+00:00,9539,22.4,1238,2,14,22.4,
2024-06-23T13:23:59.253000+00:00,9539,25.0,1238,63,15,25.0,
2024-06-23T13:23:59.579000+00:00,9539,22.1,1238,55,15,22.1,
2024-06-23T13:25:20.180000+00:00,9539,21.8,1238,44,16,21.8,
2024-06-23T13:25:47.108000+00:00,9539,22.3,1238,3,16,22.3,
2024-06-23T13:26:33.819000+00:00,9539,21.5,1238,1,17,21.5,
2024-06-23T13:27:01.983000+00:00,9539,21.8,1238,18,17,21.8,
2024-06-23T13:28:39.113000+00:00,9539,23.2,1238,23,18,23.2,
2024-06-23T13:29:48.043000+00:00,9539,21.9,1238,14,19,21.9,
2024-06-23T13:32:17.699000+00:00,9539,22.2,1238,81,21,22.2,
2024-06-23T13:34:43.606000+00:00,9539,21.6,1238,4,23,21.6,
2024-06-23T13:36:12.078000+00:00,9539,22.2,1238,16,24,22.2,
2024-06-23T13:41:07.510000+00:00,9539,22.0,1238,22,27,22.0,
2024-06-23T13:42:21.765000+00:00,9539,22.9,1238,77,28,22.9,
2024-06-23T13:43:52.100000+00:00,9539,28.9,1238,20,29,28.9,
